"vid","Woord","voc","cons","parsing","morf","lex"
"1001028","19","חַיָּה","XJH",,"XJ(H/H","XJH/"
"1001028","20","הָֽרֹמֶשֶׂת","HRMFT",,"H-RMF[/T","RMF["
"1001028","21","עַל","<L",,"<L","<L"
"1001028","22","הָאָֽרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001029","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"1001029","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001029","3","הִנֵּה","HNH",,"HNH","HNH"
"1001029","4","נָתַתִּי","NTTJ",,"NT(N[TJ","NTN["
"1001029","5","לָכֶם","LKM",,"L+KM","L"
"1001029","6","אֶת",">T",,">T",">T"
"1001029","7","כָּל","KL",,"KL/","KL/"
"1001029","8","עֵשֶׂב","<FB",,"<FB/","<FB/"
"1001029","9","זֹרֵעַ","ZR<",,"ZR<[/","ZR<["
"1001029","10","זֶרַע","ZR<",,"ZR</","ZR</"
"1001029","11","אֲשֶׁר",">CR",,">CR",">CR"
"1001029","12","עַל","<L",,"<L","<L"
"1001029","13","פְּנֵי","PNJ",,"PN(H/J","PNH/"
"1001029","14","כָל","KL",,"KL/","KL/"
"1001029","15","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001029","16","וְאֶת","W>T",,"W->T",">T"
"1001029","17","כָּל","KL",,"KL/","KL/"
"1001029","18","הָעֵץ","H<Y",,"H-<Y/","<Y/"
"1001029","19","אֲשֶׁר",">CR",,">CR",">CR"
"1001029","20","בּוֹ","BW",,"B+W","B"
"1001029","21","פְרִי","PRJ",,"PRJ/","PRJ/"
"1001029","22","עֵץ","<Y",,"<Y/","<Y/"
"1001029","23","זֹרֵעַ","ZR<",,"ZR<[/","ZR<["
"1001029","24","זָרַע","ZR<",,"ZR</:a","ZR</"
"1001029","25","לָכֶם","LKM",,"L+KM","L"
"1001029","26","יִֽהְיֶה","JHJH",,"!J!HJH[","HJH["
"1001029","27","לְאָכְלָֽה","L>KLH",,"L->KL(H/H",">KLH/"
"1001030","1","וּֽלְכָל","WLKL",,"W-L-KL/","KL/"
"1001030","2","חַיַּת","XJT",,"XJ(H/T:c","XJH/"
"1001030","3","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001030","4","וּלְכָל","WLKL",,"W-L-KL/","KL/"
"1001030","5","עֹוף","<WP",,"<WP/","<WP/"
"1001030","6","הַשָּׁמַיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"1001030","7","וּלְכֹל","WLKL",,"W-L-KL/","KL/"
"1001030","8","רֹומֵשׂ","RWMF",,"R&WMF[/","RMF["
"1001030","9","עַל","<L",,"<L","<L"
"1001030","10","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001030","11","אֲשֶׁר",">CR",,">CR",">CR"
"1001030","12","בּוֹ","BW",,"B+W","B"
"1001030","13","נֶפֶשׁ","NPC",,"NPC/","NPC/"
"1001030","14","חַיָּה","XJH",,"XJ/H","XJ/"
"1001030","15","אֶת",">T",,">T",">T"
"1001030","16","כָּל","KL",,"KL/","KL/"
"1001030","17","יֶרֶק","JRQ",,"JRQ/","JRQ/"
"1001030","18","עֵשֶׂב","<FB",,"<FB/","<FB/"
"1001030","19","לְאָכְלָה","L>KLH",,"L->KL(H/H",">KLH/"
"1001030","20","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001030","21","כֵֽן","KN",,"KN","KN"
"1001031","1","וַיַּרְא","WJR>",,"W:n-!J!R>(H[","R>H["
"1001031","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001031","3","אֶת",">T",,">T",">T"
"1001031","4","כָּל","KL",,"KL/","KL/"
"1001031","5","אֲשֶׁר",">CR",,">CR",">CR"
"1001031","6","עָשָׂה","<FH",,"<FH[","<FH["
"1001031","7","וְהִנֵּה","WHNH",,"W-HNH","HNH"
"1001031","8","טֹוב","VWB",,"VWB/","VWB/"
"1001031","9","מְאֹד","M>D",,"M>D/","M>D/"
"1001031","10","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001031","11","עֶרֶב","<RB",,"<RB/","<RB/"
"1001031","12","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001031","13","בֹקֶר","BQR",,"BQR=/","BQR=/"
"1001031","14","יֹום","JWM",,"JWM/","JWM/"
"1001031","15","הַשִּׁשִּֽׁי","HCCJ",,"H-CCJ/","CCJ/"
"1002001","1","וַיְכֻלּוּ","WJKLW",,"W:n-!J!KL(H[W:du","KLH["
"1002001","2","הַשָּׁמַיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"1002001","3","וְהָאָרֶץ","WH>RY",,"W-H->RY/:a",">RY/"
"1002001","4","וְכָל","WKL",,"W-KL/","KL/"
"1002001","5","צְבָאָֽם","YB>M",,"YB>/+M","YB>/"
"1002002","1","וַיְכַל","WJKL",,"W:n-!J!KL(H[:d","KLH["
"1002002","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002002","3","בַּיֹּום","BJWM",,"B-(H-JWM/","JWM/"
"1002002","4","הַשְּׁבִיעִי","HCBJ<J",,"H-CBJ<J/","CBJ<J/"
"1002002","5","מְלַאכְתּוֹ","ML>KTW",,"ML>K(T/T+W","ML>KT/"
"1002002","6","אֲשֶׁר",">CR",,">CR",">CR"
"1002002","7","עָשָׂה","<FH",,"<FH[","<FH["
"1002002","8","וַיִּשְׁבֹּת","WJCBT",,"W:n-!J!CBT[","CBT["
"1002002","9","בַּיֹּום","BJWM",,"B-(H-JWM/","JWM/"
"1002002","10","הַשְּׁבִיעִי","HCBJ<J",,"H-CBJ<J/","CBJ<J/"
"1002002","11","מִכָּל","MKL",,"M(N-KL/","KL/"
"1002002","12","מְלַאכְתּוֹ","ML>KTW",,"ML>K(T/T+W","ML>KT/"
"1002002","13","אֲשֶׁר",">CR",,">CR",">CR"
"1002002","14","עָשָֽׂה","<FH",,"<FH[","<FH["
"1002003","1","וַיְבָרֶךְ","WJBRK",,"W:n-!J!BRK[:d","BRK["
"1002003","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002003","3","אֶת",">T",,">T",">T"
"1002003","4","יֹום","JWM",,"JWM/","JWM/"
"1002003","5","הַשְּׁבִיעִי","HCBJ<J",,"H-CBJ<J/","CBJ<J/"
"1002003","6","וַיְקַדֵּשׁ","WJQDC",,"W:n-!J!QDC[:d","QDC["
"1002003","7","אֹתוֹ",">TW",,">T+W",">T"
"1002003","8","כִּי","KJ",,"KJ","KJ"
"1002003","9","בוֹ","BW",,"B+W","B"
"1002003","10","שָׁבַת","CBT",,"CBT[","CBT["
"1002003","11","מִכָּל","MKL",,"M(N-KL/","KL/"
"1002003","12","מְלַאכְתּוֹ","ML>KTW",,"ML>K(T/T+W","ML>KT/"
"1002003","13","אֲשֶׁר",">CR",,">CR",">CR"
"1002003","14","בָּרָא","BR>",,"BR>[","BR>["
"1002003","15","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002003","16","לַעֲשֹֽׂות","L<FWT",,"L-!!<F(H[/WT","<FH["
"1002004","1","אֵלֶּה",">LH",,">LH",">LH"
"1002004","2","תֹולְדֹות","TWLDWT",,"TWLD(W(T/WT","TWLDWT/"
"1002004","3","הַשָּׁמַיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"1002004","4","וְהָאָרֶץ","WH>RY",,"W-H->RY/:a",">RY/"
"1002004","5","בְּהִבָּֽרְאָם","BHBR>M",,"B-!H!](N]BR>[/+M","BR>["
"1002004","6","בְּיֹום","BJWM",,"B-JWM/","JWM/"
"1002004","7","עֲשֹׂות","<FWT",,"!!<F(H[/WT","<FH["
"1002004","8","יְהוָה","JHWH",,"JHWH/","JHWH/"
"1002004","9","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002004","10","אֶרֶץ",">RY",,">RY/",">RY/"
"1002004","11","וְשָׁמָֽיִם","WCMJM",,"W-CMJ(M/(JM","CMJM/"
"1002005","1","וְכֹל","WKL",,"W-KL/","KL/"
"1002005","2","שִׂיחַ","FJX",,"FJX/","FJX/"
"1002005","3","הַשָּׂדֶה","HFDH",,"H-FDH/:a","FDH/"
"1002005","4","טֶרֶם","VRM",,"VRM/","VRM/"
"1002005","5","יִֽהְיֶה","JHJH",,"!J!HJH[","HJH["
"1002005","6","בָאָרֶץ","B>RY",,"B-(H->RY/:a",">RY/"
"1002005","7","וְכָל","WKL",,"W-KL/","KL/"
"1002005","8","עֵשֶׂב","<FB",,"<FB/","<FB/"
"1002005","9","הַשָּׂדֶה","HFDH",,"H-FDH/:a","FDH/"
"1002005","10","טֶרֶם","VRM",,"VRM/","VRM/"
"1002005","11","יִצְמָח","JYMX",,"!J!YMX[","YMX["
"1002005","12","כִּי","KJ",,"KJ","KJ"
"1002005","13","לֹא","L>",,"L>","L>"
"1002005","14","הִמְטִיר","HMVJR",,"]H]MV&JR[","MVR["
"1002005","15","יְהוָה","JHWH",,"JHWH/","JHWH/"
"1002005","16","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002005","17","עַל","<L",,"<L","<L"
"1002005","18","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1002005","19","וְאָדָם","W>DM",,"W->DM/",">DM/"
"1002005","20","אַיִן",">JN",,">JN/:a",">JN/"
"1002005","21","לַֽעֲבֹד","L<BD",,"L-!!<BD[/:c","<BD["
"1002005","22","אֶת",">T",,">T",">T"
"1002005","23","הָֽאֲדָמָֽה","H>DMH",,"H->DM(H/H",">DMH/"
"1002006","1","וְאֵד","W>D",,"W->D/",">D/"
"1002006","2","יַֽעֲלֶה","J<LH",,"!J!<LH[","<LH["
"1002006","3","מִן","MN",,"MN","MN"
"1002006","4","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1002006","5","וְהִשְׁקָה","WHCQH",,"W-]H]CQH[","CQH["
"1002006","6","אֶֽת",">T",,">T",">T"
"1002006","7","כָּל","KL",,"KL/","KL/"
"1002006","8","פְּנֵֽי","PNJ",,"PN(H/J","PNH/"
"1002006","9","הָֽאֲדָמָֽה","H>DMH",,"H->DM(H/H",">DMH/"
"1002007","1","וַיִּיצֶר","WJJYR",,"W:n-!J!JYR[","JYR["
"1002007","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"1002007","3","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002007","4","אֶת",">T",,">T",">T"
"1002007","5","הָֽאָדָם","H>DM",,"H->DM/",">DM/"
"1002007","6","עָפָר","<PR",,"<PR/:a","<PR/"
"1002007","7","מִן","MN",,"MN","MN"
"1002007","8","הָאֲדָמָה","H>DMH",,"H->DM(H/H",">DMH/"
"1002007","9","וַיִּפַּח","WJPX",,"W:n-!J!(NPX[","NPX["
"1002007","10","בְּאַפָּיו","B>PJW",,"B->P/J=+W",">P/"
"1002007","11","נִשְׁמַת","NCMT",,"NCM(H/T:c","NCMH/"
"1002007","12","חַיִּים","XJJM",,"XJ(J(M/JM","XJJM/"
"1002007","13","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1002007","14","הָֽאָדָם","H>DM",,"H->DM/",">DM/"
"1002007","15","לְנֶפֶשׁ","LNPC",,"L-NPC/","NPC/"
"1002007","16","חַיָּֽה","XJH",,"XJ/H","XJ/"
"1002008","1","וַיִּטַּע","WJV<",,"W:n-!J!(NV<[","NV<["
"1002008","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"1002008","3","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002008","4","גַּן","GN",,"GN/","GN/"
"1002008","5","בְּעֵדֶן","B<DN",,"B-<DN=/","<DN=/"
"1002008","6","מִקֶּדֶם","MQDM",,"M(N-QDM/","QDM/"
"1002008","7","וַיָּשֶׂם","WJFM",,"W:n-!J!F(JM[","FJM["
"1002008","8","שָׁם","CM",,"CM","CM"
"1002008","9","אֶת",">T",,">T",">T"
"1002008","10","הָֽאָדָם","H>DM",,"H->DM/",">DM/"
"1002008","11","אֲשֶׁר",">CR",,">CR",">CR"
"1002008","12","יָצָֽר","JYR",,"JYR[","JYR["
"1002009","1","וַיַּצְמַח","WJYMX",,"W:n-!J!](H]YMX[","YMX["
"1002009","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"1002009","3","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002009","4","מִן","MN",,"MN","MN"
"1002009","5","הָאֲדָמָה","H>DMH",,"H->DM(H/H",">DMH/"
"1002009","6","כָּל","KL",,"KL/","KL/"
"1002009","7","עֵץ","<Y",,"<Y/","<Y/"
"1002009","8","נֶחְמָד","NXMD",,"]N]XMD[/:a","XMD["
"1002009","9","לְמַרְאֶה","LMR>H",,"L-MR>H/:a","MR>H/"
"1002009","10","וְטֹוב","WVWB",,"W-VWB/","VWB/"
"1002009","11","לְמַאֲכָל","LM>KL",,"L-M>KL/:a","M>KL/"
"1002009","12","וְעֵץ","W<Y",,"W-<Y/","<Y/"
"1002009","13","הַֽחַיִּים","HXJJM",,"H-XJ(J(M/JM","XJJM/"
"1002009","14","בְּתֹוךְ","BTWK",,"B-TWK/:c","TWK/"
"1002009","15","הַגָּן","HGN",,"H-GN/:a","GN/"
"1002009","16","וְעֵץ","W<Y",,"W-<Y/","<Y/"
"1002009","17","הַדַּעַת","HD<T",,"H-D<(T/T","D<T/"
"1002009","18","טֹוב","VWB",,"VWB/","VWB/"
"1002009","19","וָרָֽע","WR<",,"W-R</:a","R</"
"1002010","1","וְנָהָר","WNHR",,"W-NHR/:a","NHR/"
"1002010","2","יֹצֵא","JY>",,"JY>[/","JY>["
"1002010","3","מֵעֵדֶן","M<DN",,"M(N-<DN=/","<DN=/"
"1002010","4","לְהַשְׁקֹות","LHCQWT",,"L-!!]H]CQ(H[/WT","CQH["
"1002010","5","אֶת",">T",,">T",">T"
"1002010","6","הַגָּן","HGN",,"H-GN/:a","GN/"
"1002010","7","וּמִשָּׁם","WMCM",,"W-M(N-CM","CM"
"1002010","8","יִפָּרֵד","JPRD",,"!J!](N]PRD[","PRD["
"1002010","9","וְהָיָה","WHJH",,"W-HJH[","HJH["
"1002010","10","לְאַרְבָּעָה","L>RB<H",,"L->RB</H",">RB</"
"1002010","11","רָאשִֽׁים","R>CJM",,"R>C/JM","R>C/"
"1002011","1","שֵׁם","CM",,"CM/","CM/"
"1002011","2","הָֽאֶחָד","H>XD",,"H->XD/:a",">XD/"
"1002011","3","פִּישֹׁון","PJCWN",,"PJCWN/","PJCWN/"
"1002011","4","הוּא","HW>",,"HW>","HW>"
"1002011","5","הַסֹּבֵב","HSBB",,"H-SBB[/","SBB["
"1002011","6","אֵת",">T",,">T",">T"
"1002011","7","כָּל","KL",,"KL/","KL/"
"1002011","8","אֶרֶץ",">RY",,">RY/",">RY/"
"1002011","9","הַֽחֲוִילָה","HXWJLH",,"H-XWJLH/","XWJLH/"
"1002011","10","אֲשֶׁר",">CR",,">CR",">CR"
"1002011","11","שָׁם","CM",,"CM","CM"
"1002011","12","הַזָּהָֽב","HZHB",,"H-ZHB/:a","ZHB/"
"1002012","1","וּֽזֲהַב","WZHB",,"W-ZHB/:c","ZHB/"
"1002012","2","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1002012","3","הַהִוא","HHW>",,"H-H(J&W>","HJ>"
"1002012","4","טֹוב","VWB",,"VWB/","VWB/"
"1002012","5","שָׁם","CM",,"CM","CM"
"1002012","6","הַבְּדֹלַח","HBDLX",,"H-BDLX/","BDLX/"
"1002012","7","וְאֶבֶן","W>BN",,"W->BN/",">BN/"
"1002012","8","הַשֹּֽׁהַם","HCHM",,"H-CHM/","CHM/"
"1002013","1","וְשֵֽׁם","WCM",,"W-CM/","CM/"
"1002013","2","הַנָּהָר","HNHR",,"H-NHR/:a","NHR/"
"1002013","3","הַשֵּׁנִי","HCNJ",,"H-CNJ/","CNJ/"
"1002013","4","גִּיחֹון","GJXWN",,"GJXWN/","GJXWN/"
"1002013","5","הוּא","HW>",,"HW>","HW>"
"1002013","6","הַסֹּובֵב","HSWBB",,"H-S&WBB[/","SBB["
"1002013","7","אֵת",">T",,">T",">T"
"1002013","8","כָּל","KL",,"KL/","KL/"
"1002013","9","אֶרֶץ",">RY",,">RY/",">RY/"
"1002013","10","כּֽוּשׁ","KWC",,"KWC/","KWC/"
"1002014","1","וְשֵׁם","WCM",,"W-CM/","CM/"
"1002014","2","הַנָּהָר","HNHR",,"H-NHR/:a","NHR/"
"1002014","3","הַשְּׁלִישִׁי","HCLJCJ",,"H-CLJCJ/","CLJCJ/"
"1002014","4","חִדֶּקֶל","XDQL",,"XDQL/","XDQL/"
"1002014","5","הוּא","HW>",,"HW>","HW>"
"1002014","6","הַֽהֹלֵךְ","HHLK",,"H-HLK[/","HLK["
"1002014","7","קִדְמַת","QDMT",,"QDM(H/T:c","QDMH/"
"1002014","8","אַשּׁוּר",">CWR",,">CWR/",">CWR/"
"1002014","9","וְהַנָּהָר","WHNHR",,"W-H-NHR/:a","NHR/"
"1002014","10","הָֽרְבִיעִי","HRBJ<J",,"H-RBJ<J/","RBJ<J/"
"1002014","11","הוּא","HW>",,"HW>","HW>"
"1002014","12","פְרָֽת","PRT",,"PRT/","PRT/"
"1002015","1","וַיִּקַּח","WJQX",,"W:n-!J!(LQX[","LQX["
"1002015","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"1002015","3","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002015","4","אֶת",">T",,">T",">T"
"1002015","5","הָֽאָדָם","H>DM",,"H->DM/",">DM/"
"1002015","6","וַיַּנִּחֵהוּ","WJNXHW",,"W:n-!J!](H]N(WX[+HW","NWX["
"1002015","7","בְגַן","BGN",,"B-GN/","GN/"
"1002015","8","עֵדֶן","<DN",,"<DN=/","<DN=/"
"1002015","9","לְעָבְדָהּ","L<BDH",,"L-!!<BD[/+H","<BD["
"1002015","10","וּלְשָׁמְרָֽהּ","WLCMRH",,"W-L-!!CMR[/+H","CMR["
"1002016","1","וַיְצַו","WJYW",,"W:n-!J!YW(H[:d","YWH["
"1002016","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"1002016","3","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002016","4","עַל","<L",,"<L","<L"
"1002016","5","הָֽאָדָם","H>DM",,"H->DM/",">DM/"
"1002016","6","לֵאמֹר","L>MR",,"L-!!>MR[/:c",">MR["
"1002016","7","מִכֹּל","MKL",,"M(N-KL/","KL/"
"1002016","8","עֵֽץ","<Y",,"<Y/","<Y/"
"1002016","9","הַגָּן","HGN",,"H-GN/:a","GN/"
"1002016","10","אָכֹל",">KL",,"!!>KL[/:a",">KL["
"1002016","11","תֹּאכֵֽל","T>KL",,"!T!>KL[",">KL["
"1002017","1","וּמֵעֵץ","WM<Y",,"W-M(N-<Y/","<Y/"
"1002017","2","הַדַּעַת","HD<T",,"H-D<(T/T","D<T/"
"1002017","3","טֹוב","VWB",,"VWB/","VWB/"
"1002017","4","וָרָע","WR<",,"W-R</:a","R</"
"1002017","5","לֹא","L>",,"L>","L>"
"1002017","6","תֹאכַל","T>KL",,"!T!>KL[",">KL["
"1002017","7","מִמֶּנּוּ","MMNW",,"M(N&M&N+(HW","MN"
"1002017","8","כִּי","KJ",,"KJ","KJ"
"1002017","9","בְּיֹום","BJWM",,"B-JWM/","JWM/"
"1002017","10","אֲכָלְךָ",">KLK",,"!!>KL[/+K",">KL["
"1002017","11","מִמֶּנּוּ","MMNW",,"M(N&M&N+(HW","MN"
"1002017","12","מֹות","MWT",,"!!MWT[/:a","MWT["
"1002017","13","תָּמֽוּת","TMWT",,"!T!MWT[","MWT["
"1002018","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"1002018","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"1002018","3","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002018","4","לֹא","L>",,"L>","L>"
"1002018","5","טֹוב","VWB",,"VWB/","VWB/"
"1002018","6","הֱיֹות","HJWT",,"!!HJ(H[/WT","HJH["
"1002018","7","הָֽאָדָם","H>DM",,"H->DM/",">DM/"
"1002018","8","לְבַדּוֹ","LBDW",,"L-BD/+W","BD/"
"1002018","9","אֶֽעֱשֶׂהּ","><FH",,"!>!<FH[","<FH["
"1002018","10","לּוֹ","LW",,"L+W","L"
"1002018","11","עֵזֶר","<ZR",,"<ZR/","<ZR/"
"1002018","12","כְּנֶגְדּֽוֹ","KNGDW",,"K-NGD/+W","NGD/"
"1002019","1","וַיִּצֶר","WJYR",,"W:n-!J!(JYR[","JYR["
"1002019","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"1002019","3","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002019","4","מִן","MN",,"MN","MN"
"1002019","5","הָֽאֲדָמָה","H>DMH",,"H->DM(H/H",">DMH/"
"1002019","6","כָּל","KL",,"KL/","KL/"
"1002019","7","חַיַּת","XJT",,"XJ(H/T:c","XJH/"
"1002019","8","הַשָּׂדֶה","HFDH",,"H-FDH/:a","FDH/"
"1002019","9","וְאֵת","W>T",,"W->T",">T"
"1002019","10","כָּל","KL",,"KL/","KL/"
"1002019","11","עֹוף","<WP",,"<WP/","<WP/"
"1002019","12","הַשָּׁמַיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"1002019","13","וַיָּבֵא","WJB>",,"W:n-!J!](H]B(W>[","BW>["
"1002019","14","אֶל",">L",,">L",">L"
"1002019","15","הָאָדָם","H>DM",,"H->DM/",">DM/"
"1002019","16","לִרְאֹות","LR>WT",,"L-!!R>(H[/WT","R>H["
"1002019","17","מַה","MH",,"MH","MH"
"1002019","18","יִּקְרָא","JQR>",,"!J!QR>[","QR>["
"1002019","19","לוֹ","LW",,"L+W","L"
"1002019","20","וְכֹל","WKL",,"W-KL/","KL/"
"1002019","21","אֲשֶׁר",">CR",,">CR",">CR"
"1002019","22","יִקְרָא","JQR>",,"!J!QR>[","QR>["
"1002019","23","לוֹ","LW",,"L+W","L"
"1002019","24","הָֽאָדָם","H>DM",,"H->DM/",">DM/"
"1002019","25","נֶפֶשׁ","NPC",,"NPC/","NPC/"
"1002019","26","חַיָּה","XJH",,"XJ/H","XJ/"
"1002019","27","הוּא","HW>",,"HW>","HW>"
"1002019","28","שְׁמֽוֹ","CMW",,"CM/+W","CM/"
"1002020","1","וַיִּקְרָא","WJQR>",,"W:n-!J!QR>[","QR>["
"1002020","2","הָֽאָדָם","H>DM",,"H->DM/",">DM/"
"1002020","3","שֵׁמֹות","CMWT",,"CM/WT:a","CM/"
"1002020","4","לְכָל","LKL",,"L-KL/","KL/"
"1002020","5","הַבְּהֵמָה","HBHMH",,"H-BHM(H/H","BHMH/"
"1002020","6","וּלְעֹוף","WL<WP",,"W-L-<WP/","<WP/"
"1002020","7","הַשָּׁמַיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"1002020","8","וּלְכֹל","WLKL",,"W-L-KL/","KL/"
"1002020","9","חַיַּת","XJT",,"XJ(H/T:c","XJH/"
"1002020","10","הַשָּׂדֶה","HFDH",,"H-FDH/:a","FDH/"
"1002020","11","וּלְאָדָם","WL>DM",,"W-L->DM/",">DM/"
"1002020","12","לֹֽא","L>",,"L>","L>"
"1002020","13","מָצָא","MY>",,"MY>[","MY>["
"1002020","14","עֵזֶר","<ZR",,"<ZR/","<ZR/"
"1002020","15","כְּנֶגְדּֽוֹ","KNGDW",,"K-NGD/+W","NGD/"
"1002021","1","וַיַּפֵּל","WJPL",,"W:n-!J!](H](NPL[","NPL["
"1002021","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"1002021","3","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002021","4","תַּרְדֵּמָה","TRDMH",,"TRDM(H/H","TRDMH/"
"1002021","5","עַל","<L",,"<L","<L"
"1002021","6","הָאָדָם","H>DM",,"H->DM/",">DM/"
"1002021","7","וַיִּישָׁן","WJJCN",,"W:n-!J!JCN=[","JCN=["
"1002021","8","וַיִּקַּח","WJQX",,"W:n-!J!(LQX[","LQX["
"1002021","9","אַחַת",">XT",,">X(D/T",">XD/"
"1002021","10","מִצַּלְעֹתָיו","MYL<TJW",,"M(N-YL</(WTJ+W","YL</"
"1002021","11","וַיִּסְגֹּר","WJSGR",,"W:n-!J!SGR[","SGR["
"1002021","12","בָּשָׂר","BFR",,"BFR/:a","BFR/"
"1002021","13","תַּחְתֶּֽנָּה","TXTNH",,"TXT/~N+H","TXT/"
"1002022","1","וַיִּבֶן","WJBN",,"W:n-!J!BN(H[","BNH["
"1002022","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"1002022","3","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1002022","4","אֶֽת",">T",,">T",">T"
"1002022","5","הַצֵּלָע","HYL<",,"H-YL</:a","YL</"
"1002022","6","אֲשֶׁר",">CR",,">CR",">CR"
"1002022","7","לָקַח","LQX",,"LQX[","LQX["
"1002022","8","מִן","MN",,"MN","MN"
"1002022","9","הָֽאָדָם","H>DM",,"H->DM/",">DM/"
"1002022","10","לְאִשָּׁה","L>CH",,"L->C(H/H",">CH/"
"1002022","11","וַיְבִאֶהָ","WJB>H",,"W:n-!J!](H]B(W>[+H","BW>["
"1002022","12","אֶל",">L",,">L",">L"
"1002022","13","הָֽאָדָֽם","H>DM",,"H->DM/",">DM/"
"1002023","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"1002023","2","הָֽאָדָם","H>DM",,"H->DM/",">DM/"
"1002023","3","זֹאת","Z>T",,"Z>T","Z>T"
"1002023","4","הַפַּעַם","HP<M",,"H-P<M/","P<M/"
"1002023","5","עֶצֶם","<YM",,"<YM/","<YM/"
"1002023","6","מֵֽעֲצָמַי","M<YMJ",,"M(N-<YM/J+(J","<YM/"
"1002023","7","וּבָשָׂר","WBFR",,"W-BFR/:a","BFR/"
"1002023","8","מִבְּשָׂרִי","MBFRJ",,"M(N-BFR/+J","BFR/"
"1002023","9","לְזֹאת","LZ>T",,"L-Z>T","Z>T"
"1002023","10","יִקָּרֵא","JQR>",,"!J!](N]QR>[","QR>["
"1002023","11","אִשָּׁה",">CH",,">C(H/H",">CH/"
"1002023","12","כִּי","KJ",,"KJ","KJ"
"1002023","13","מֵאִישׁ","M>JC",,"M(N->JC/",">JC/"
"1002023","14","לֻֽקֳחָה","LQXH",,"LQX[H:du","LQX["
"1002023","15","זֹּֽאת","Z>T",,"Z>T","Z>T"
"1002024","1","עַל","<L",,"<L","<L"
"1002024","2","כֵּן","KN",,"KN","KN"
"1002024","3","יַֽעֲזָב","J<ZB",,"!J!<ZB[","<ZB["
"1002024","4","אִישׁ",">JC",,">JC/",">JC/"
"1002024","5","אֶת",">T",,">T",">T"
"1002024","6","אָבִיו",">BJW",,">B/~J+W",">B/"
"1002024","7","וְאֶת","W>T",,"W->T",">T"
"1002024","8","אִמּוֹ",">MW",,">M/+W",">M/"
"1002024","9","וְדָבַק","WDBQ",,"W-DBQ[","DBQ["
"1002024","10","בְּאִשְׁתּוֹ","B>CTW",,"B->C(H/T+W",">CH/"
"1002024","11","וְהָיוּ","WHJW",,"W-HJ(H[W","HJH["
"1002024","12","לְבָשָׂר","LBFR",,"L-BFR/:a","BFR/"
"1002024","13","אֶחָֽד",">XD",,">XD/:a",">XD/"
"1002025","1","וַיִּֽהְיוּ","WJHJW",,"W:n-!J!HJ(H[W","HJH["
